pipeline_id,pipe_age_years,material,diameter_mm,length_m,previous_failures,days_since_last_maintenance,complaints_last_30_days,leakage_complaints_30d,failure_next_12_months
HIST-PIPE-02450,54,Steel,250,205.1,2,88,2,2,0
HIST-PIPE-02451,49,Concrete,250,492.7,2,1162,4,3,0
HIST-PIPE-02452,40,Ductile Iron,150,309.0,0,2487,3,2,0
HIST-PIPE-02453,59,Cast Iron,150,199.2,2,704,0,0,1
HIST-PIPE-02454,18,PVC,300,603.2,0,1112,0,0,0
HIST-PIPE-02455,42,Ductile Iron,150,86.6,0,638,3,1,0
HIST-PIPE-02456,43,Ductile Iron,150,64.3,0,1,0,0,0
HIST-PIPE-02457,62,Steel,600,70.5,3,631,2,2,1
HIST-PIPE-02458,70,Steel,800,639.1,3,2320,1,1,0
HIST-PIPE-02459,61,Concrete,100,610.1,2,759,0,0,1
HIST-PIPE-02460,34,Ductile Iron,250,671.8,1,659,2,1,0
HIST-PIPE-02461,29,Steel,200,166.8,3,970,1,0,1
HIST-PIPE-02462,32,Ductile Iron,200,286.7,2,445,0,0,0
HIST-PIPE-02463,25,Ductile Iron,150,184.8,1,1255,4,3,0
HIST-PIPE-02464,17,Steel,200,359.8,0,267,1,0,0
HIST-PIPE-02465,60,Concrete,200,703.1,4,522,6,4,0
HIST-PIPE-02466,59,Steel,150,57.0,0,1945,0,0,1
HIST-PIPE-02467,41,Ductile Iron,400,345.2,0,1341,0,0,0
HIST-PIPE-02468,35,Cast Iron,150,128.6,1,119,1,1,0
HIST-PIPE-02469,54,Ductile Iron,200,764.2,1,719,4,4,0
HIST-PIPE-02470,36,PVC,400,1151.2,1,1344,2,0,0
HIST-PIPE-02471,34,Ductile Iron,600,666.3,1,3000,2,1,0
HIST-PIPE-02472,35,PVC,250,62.0,1,3000,6,4,0
HIST-PIPE-02473,61,Steel,200,176.2,1,386,5,5,0
HIST-PIPE-02474,25,Steel,400,141.4,1,975,1,1,0
HIST-PIPE-02475,55,Cast Iron,100,662.6,0,3000,0,0,0
HIST-PIPE-02476,47,Cast Iron,250,56.4,3,1017,3,2,0
HIST-PIPE-02477,68,Concrete,100,946.3,0,370,1,1,0
HIST-PIPE-02478,30,Ductile Iron,250,359.9,0,569,0,0,0
HIST-PIPE-02479,18,Ductile Iron,300,527.0,0,1121,1,1,0
HIST-PIPE-02480,45,Ductile Iron,100,262.9,4,1308,1,1,0
HIST-PIPE-02481,22,PVC,400,479.7,1,720,2,2,0
HIST-PIPE-02482,20,PVC,100,192.5,0,243,0,0,0
HIST-PIPE-02483,62,Concrete,100,427.8,4,1386,0,0,0
HIST-PIPE-02484,65,Steel,400,247.2,1,151,2,2,0
HIST-PIPE-02485,39,PVC,100,990.5,1,900,0,0,0
HIST-PIPE-02486,36,PVC,250,983.2,0,3000,3,2,0
HIST-PIPE-02487,37,Ductile Iron,150,345.6,0,2685,3,0,0
HIST-PIPE-02488,56,Cast Iron,150,569.5,2,207,3,1,0
HIST-PIPE-02489,31,PVC,250,524.6,0,1303,3,2,0
HIST-PIPE-02490,6,PVC,100,479.0,0,33,0,0,0
HIST-PIPE-02491,24,PVC,200,1328.4,0,483,0,0,0
HIST-PIPE-02492,25,Ductile Iron,500,785.7,0,83,2,0,0
HIST-PIPE-02493,33,Steel,400,528.7,0,939,3,3,0
HIST-PIPE-02494,54,Cast Iron,400,78.8,4,258,7,3,0
HIST-PIPE-02495,62,Cast Iron,150,203.5,2,27,0,0,1
HIST-PIPE-02496,26,PVC,250,197.2,0,415,1,0,0
HIST-PIPE-02497,39,Steel,300,301.2,3,581,5,5,0
HIST-PIPE-02498,59,Ductile Iron,400,730.2,0,1781,5,1,0
HIST-PIPE-02499,27,Ductile Iron,150,440.1,0,1241,0,0,1
HIST-PIPE-02500,61,Concrete,300,566.7,1,1095,0,0,0
HIST-PIPE-02501,22,Ductile Iron,150,64.9,0,26,0,0,0
HIST-PIPE-02502,40,Ductile Iron,100,69.3,0,504,3,2,0
HIST-PIPE-02503,39,Steel,200,973.3,0,1017,2,2,0
HIST-PIPE-02504,51,Cast Iron,300,132.3,1,1682,0,0,0
HIST-PIPE-02505,22,Cast Iron,100,604.0,3,569,2,2,0
HIST-PIPE-02506,58,Ductile Iron,100,328.1,0,1008,0,0,0
HIST-PIPE-02507,45,Concrete,150,200.6,2,295,0,0,0
HIST-PIPE-02508,52,Concrete,100,554.7,0,295,1,1,0
HIST-PIPE-02509,35,Ductile Iron,150,1222.3,0,484,0,0,0
HIST-PIPE-02510,41,Ductile Iron,500,154.8,1,647,1,1,0
HIST-PIPE-02511,54,Concrete,300,202.0,3,2639,5,4,0
HIST-PIPE-02512,52,Cast Iron,150,171.5,2,72,0,0,0
HIST-PIPE-02513,40,Ductile Iron,150,412.1,0,1444,2,0,0
HIST-PIPE-02514,24,PVC,500,500.9,0,472,1,0,0
HIST-PIPE-02515,30,Ductile Iron,400,277.8,0,5,0,0,0
HIST-PIPE-02516,52,Cast Iron,250,134.5,0,640,2,1,0
HIST-PIPE-02517,35,Ductile Iron,150,185.6,1,750,0,0,0
HIST-PIPE-02518,20,PVC,300,531.5,0,265,0,0,0
HIST-PIPE-02519,50,Cast Iron,250,802.9,2,337,5,2,1
HIST-PIPE-02520,48,Steel,200,298.2,1,1031,1,1,0
HIST-PIPE-02521,34,Ductile Iron,300,150.1,0,386,1,0,0
HIST-PIPE-02522,17,Ductile Iron,100,433.5,0,33,1,0,0
HIST-PIPE-02523,73,Concrete,500,407.0,2,30,4,4,0
HIST-PIPE-02524,42,PVC,600,889.9,0,40,1,0,0
HIST-PIPE-02525,47,Cast Iron,150,167.4,1,147,4,3,0
HIST-PIPE-02526,38,Concrete,500,645.1,0,1126,0,0,0
HIST-PIPE-02527,26,Ductile Iron,300,438.7,0,1539,1,0,0
HIST-PIPE-02528,48,Concrete,500,691.3,1,282,0,0,0
HIST-PIPE-02529,20,Ductile Iron,500,88.0,1,867,8,4,0
HIST-PIPE-02530,46,Cast Iron,100,664.5,2,3000,3,3,0
HIST-PIPE-02531,67,Cast Iron,150,276.9,2,1464,0,0,0
HIST-PIPE-02532,42,PVC,150,571.4,0,674,2,2,0
HIST-PIPE-02533,28,PVC,100,147.5,0,64,1,1,0
HIST-PIPE-02534,22,PVC,150,199.5,0,1201,2,1,0
HIST-PIPE-02535,34,Steel,150,237.5,0,69,0,0,0
HIST-PIPE-02536,37,Ductile Iron,150,329.6,1,171,3,2,0
HIST-PIPE-02537,65,Cast Iron,150,300.0,5,524,0,0,1
HIST-PIPE-02538,47,Steel,100,144.5,2,76,3,3,0
HIST-PIPE-02539,51,Cast Iron,100,868.9,4,413,2,1,0
HIST-PIPE-02540,28,PVC,150,1061.6,0,269,0,0,0
HIST-PIPE-02541,38,PVC,400,144.8,1,186,0,0,0
HIST-PIPE-02542,51,Steel,500,223.5,0,469,0,0,0
HIST-PIPE-02543,10,Ductile Iron,150,621.6,0,108,0,0,0
HIST-PIPE-02544,12,PVC,250,584.2,0,45,4,1,0
HIST-PIPE-02545,11,Ductile Iron,400,1322.9,0,864,1,0,0
HIST-PIPE-02546,33,PVC,200,1080.4,0,364,0,0,0
HIST-PIPE-02547,57,Cast Iron,300,777.9,2,113,2,0,0
HIST-PIPE-02548,24,PVC,600,359.2,1,1342,0,0,0
HIST-PIPE-02549,23,PVC,100,194.3,1,1461,1,1,0
HIST-PIPE-02550,32,Ductile Iron,100,308.7,0,115,1,1,0
HIST-PIPE-02551,35,Ductile Iron,250,566.2,0,28,5,2,0
HIST-PIPE-02552,32,PVC,200,88.6,1,1564,1,0,0
HIST-PIPE-02553,23,PVC,150,475.1,0,653,0,0,0
HIST-PIPE-02554,21,Steel,500,842.4,0,1374,3,2,0
HIST-PIPE-02555,72,Cast Iron,400,132.7,2,64,0,0,0
HIST-PIPE-02556,15,Ductile Iron,150,633.5,0,57,1,1,0
HIST-PIPE-02557,50,Steel,300,825.2,0,1521,4,0,0
HIST-PIPE-02558,67,Cast Iron,300,74.3,2,1094,6,3,1
HIST-PIPE-02559,58,Cast Iron,150,1159.4,1,459,2,2,0
HIST-PIPE-02560,20,PVC,100,294.2,0,925,0,0,1
HIST-PIPE-02561,63,Ductile Iron,400,264.3,0,823,1,1,0
HIST-PIPE-02562,17,PVC,100,373.0,0,864,0,0,0
HIST-PIPE-02563,30,Ductile Iron,200,134.1,0,9,0,0,0
HIST-PIPE-02564,38,Ductile Iron,100,431.3,0,347,2,0,0
HIST-PIPE-02565,21,Ductile Iron,500,629.2,0,1558,5,2,0
HIST-PIPE-02566,41,Concrete,100,186.2,2,782,2,1,0
HIST-PIPE-02567,27,Ductile Iron,100,153.3,2,30,1,0,0
HIST-PIPE-02568,69,Cast Iron,250,912.9,3,3000,2,1,0
HIST-PIPE-02569,40,Ductile Iron,100,270.6,0,3000,1,0,0
HIST-PIPE-02570,57,Steel,100,396.9,0,462,1,0,0
HIST-PIPE-02571,70,Cast Iron,100,726.7,2,1760,1,1,1
HIST-PIPE-02572,46,Steel,200,491.8,1,383,0,0,0
HIST-PIPE-02573,69,PVC,150,185.9,2,258,6,6,0
HIST-PIPE-02574,54,Concrete,150,57.2,0,2756,0,0,0
HIST-PIPE-02575,51,Steel,400,271.5,1,1109,2,2,0
HIST-PIPE-02576,40,PVC,100,150.0,1,464,0,0,0
HIST-PIPE-02577,16,Ductile Iron,300,240.4,0,354,4,4,0
HIST-PIPE-02578,36,PVC,300,264.6,0,59,0,0,0
HIST-PIPE-02579,23,Ductile Iron,400,752.8,1,1124,0,0,0
HIST-PIPE-02580,58,Steel,150,559.5,6,214,2,1,0
HIST-PIPE-02581,26,Steel,200,126.3,0,77,5,3,0
HIST-PIPE-02582,43,Cast Iron,250,182.9,0,860,1,0,0
HIST-PIPE-02583,52,Steel,100,356.7,0,601,1,0,0
HIST-PIPE-02584,24,PVC,250,341.7,0,717,0,0,0
HIST-PIPE-02585,39,PVC,100,326.1,0,101,0,0,0
HIST-PIPE-02586,31,PVC,150,1114.8,1,86,2,0,0
HIST-PIPE-02587,44,Ductile Iron,300,463.0,0,126,0,0,0
HIST-PIPE-02588,22,PVC,250,85.7,0,520,0,0,0
HIST-PIPE-02589,71,Cast Iron,250,1037.5,2,239,1,1,0
HIST-PIPE-02590,48,Concrete,150,267.8,0,664,0,0,0
HIST-PIPE-02591,71,Cast Iron,250,354.1,10,560,9,7,1
HIST-PIPE-02592,54,Cast Iron,100,649.2,2,371,2,2,0
HIST-PIPE-02593,35,Ductile Iron,600,134.0,0,19,0,0,0
HIST-PIPE-02594,56,Cast Iron,150,301.0,1,1257,2,0,0
HIST-PIPE-02595,60,Cast Iron,300,736.6,3,52,4,4,0
HIST-PIPE-02596,55,Ductile Iron,500,517.0,1,780,1,1,0
HIST-PIPE-02597,41,Ductile Iron,100,201.1,0,310,3,2,0
HIST-PIPE-02598,26,Steel,100,361.4,0,832,0,0,0
HIST-PIPE-02599,60,Cast Iron,400,52.8,4,244,2,1,1
HIST-PIPE-02600,56,Concrete,300,67.0,3,325,1,0,0
HIST-PIPE-02601,35,Ductile Iron,100,92.1,0,2646,8,2,0
HIST-PIPE-02602,22,Ductile Iron,400,465.0,1,307,0,0,0
HIST-PIPE-02603,54,Cast Iron,300,388.7,1,697,7,5,0
HIST-PIPE-02604,26,Ductile Iron,200,917.5,0,1916,0,0,0
HIST-PIPE-02605,33,Ductile Iron,500,481.5,0,820,0,0,0
HIST-PIPE-02606,56,Steel,200,241.0,1,361,1,0,0
HIST-PIPE-02607,23,Ductile Iron,200,755.9,0,310,3,3,0
HIST-PIPE-02608,15,PVC,100,65.3,0,335,0,0,0
HIST-PIPE-02609,13,Ductile Iron,500,53.6,1,322,0,0,0
HIST-PIPE-02610,53,Steel,100,150.8,2,318,2,2,0
HIST-PIPE-02611,53,Cast Iron,150,97.8,1,605,0,0,0
HIST-PIPE-02612,38,PVC,250,160.3,0,1095,0,0,0
HIST-PIPE-02613,58,Concrete,100,177.6,1,664,1,1,0
HIST-PIPE-02614,34,Concrete,200,262.7,1,191,0,0,0
HIST-PIPE-02615,36,Ductile Iron,100,380.1,0,817,0,0,0
HIST-PIPE-02616,33,Concrete,100,202.1,1,480,5,5,0
HIST-PIPE-02617,12,PVC,250,1246.5,1,572,1,1,0
HIST-PIPE-02618,32,PVC,250,323.1,0,811,3,2,0
HIST-PIPE-02619,18,Ductile Iron,300,781.3,0,380,1,1,0
HIST-PIPE-02620,26,Steel,250,617.4,2,326,0,0,0
HIST-PIPE-02621,54,Ductile Iron,200,67.2,2,1482,4,1,0
HIST-PIPE-02622,10,PVC,200,273.1,0,1154,1,1,0
HIST-PIPE-02623,30,PVC,150,624.8,0,808,4,3,0
HIST-PIPE-02624,30,Ductile Iron,100,879.9,0,264,0,0,0
HIST-PIPE-02625,46,Steel,400,400.7,2,906,1,0,0
HIST-PIPE-02626,23,PVC,250,991.1,1,357,0,0,0
HIST-PIPE-02627,49,Cast Iron,100,431.0,1,855,1,0,0
HIST-PIPE-02628,25,Concrete,150,131.8,1,150,4,2,0
HIST-PIPE-02629,55,Cast Iron,400,336.2,1,4,0,0,0
HIST-PIPE-02630,47,Cast Iron,500,543.7,2,95,0,0,0
HIST-PIPE-02631,43,Steel,300,434.3,0,641,1,0,0
HIST-PIPE-02632,29,Ductile Iron,200,80.5,0,363,1,1,0
HIST-PIPE-02633,19,PVC,400,144.7,2,268,3,1,0
HIST-PIPE-02634,36,PVC,250,457.4,3,1456,0,0,0
HIST-PIPE-02635,56,Cast Iron,250,313.0,3,142,0,0,0
HIST-PIPE-02636,25,Ductile Iron,300,61.0,0,1293,0,0,0
HIST-PIPE-02637,57,Steel,150,519.3,2,513,0,0,0
HIST-PIPE-02638,57,Cast Iron,300,79.0,4,2765,10,10,1
HIST-PIPE-02639,25,Ductile Iron,100,121.5,0,237,2,2,0
HIST-PIPE-02640,43,Cast Iron,100,871.9,2,1195,0,0,1
HIST-PIPE-02641,66,Steel,300,182.5,2,565,2,1,1
HIST-PIPE-02642,29,PVC,200,62.2,1,179,0,0,0
HIST-PIPE-02643,51,Cast Iron,150,56.2,2,1419,2,0,1
HIST-PIPE-02644,20,Ductile Iron,200,1009.6,0,505,2,1,0
HIST-PIPE-02645,40,PVC,600,213.1,1,1110,0,0,0
HIST-PIPE-02646,28,PVC,400,389.7,0,634,0,0,0
HIST-PIPE-02647,45,PVC,200,237.0,1,52,1,1,0
HIST-PIPE-02648,59,Cast Iron,200,134.0,0,701,0,0,0
HIST-PIPE-02649,39,PVC,250,785.4,0,11,1,1,0
HIST-PIPE-02650,37,Ductile Iron,300,1096.1,2,917,0,0,0
HIST-PIPE-02651,23,Steel,400,1593.5,0,210,2,1,0
HIST-PIPE-02652,65,Steel,100,64.8,1,464,0,0,0
HIST-PIPE-02653,71,PVC,250,68.1,0,112,2,0,0
HIST-PIPE-02654,45,PVC,150,733.1,0,98,2,1,0
HIST-PIPE-02655,71,Cast Iron,250,117.8,4,938,0,0,0
HIST-PIPE-02656,53,Cast Iron,100,338.7,4,65,4,4,1
HIST-PIPE-02657,8,PVC,300,353.5,0,389,0,0,0
HIST-PIPE-02658,20,Ductile Iron,250,429.6,0,618,1,0,0
HIST-PIPE-02659,31,Cast Iron,400,63.4,0,335,2,1,0
HIST-PIPE-02660,49,Cast Iron,500,179.2,2,512,0,0,0
HIST-PIPE-02661,12,PVC,500,302.7,0,1440,1,0,0
HIST-PIPE-02662,46,Steel,100,117.1,1,953,0,0,0
HIST-PIPE-02663,60,Steel,150,1059.0,0,1081,4,3,0
HIST-PIPE-02664,35,Concrete,200,667.8,0,1289,2,0,0
HIST-PIPE-02665,43,PVC,300,102.6,1,337,0,0,0
HIST-PIPE-02666,47,Cast Iron,100,439.0,1,167,0,0,0
HIST-PIPE-02667,45,Cast Iron,500,234.8,1,58,3,3,0
HIST-PIPE-02668,31,Ductile Iron,150,180.6,0,907,4,3,0
HIST-PIPE-02669,54,Steel,250,170.3,0,226,3,2,0
HIST-PIPE-02670,33,PVC,600,430.3,0,391,5,1,0
HIST-PIPE-02671,44,Ductile Iron,400,868.6,0,191,0,0,0
HIST-PIPE-02672,38,PVC,150,683.4,1,607,1,1,0
HIST-PIPE-02673,31,Ductile Iron,200,200.2,2,157,1,0,0
HIST-PIPE-02674,44,Ductile Iron,300,480.5,0,717,2,2,0
HIST-PIPE-02675,62,Concrete,300,312.3,2,981,3,1,0
HIST-PIPE-02676,14,PVC,250,253.2,0,66,1,0,0
HIST-PIPE-02677,39,Cast Iron,100,173.2,1,1627,1,1,0
HIST-PIPE-02678,18,Ductile Iron,100,79.7,1,1219,0,0,0
HIST-PIPE-02679,14,PVC,150,124.8,1,1919,0,0,0
HIST-PIPE-02680,24,PVC,150,342.5,2,123,3,2,0
HIST-PIPE-02681,65,Steel,100,506.5,2,2208,7,7,1
HIST-PIPE-02682,43,Ductile Iron,300,63.1,0,3000,0,0,0
HIST-PIPE-02683,32,Ductile Iron,150,216.8,1,326,3,2,0
HIST-PIPE-02684,30,Steel,300,113.5,0,66,2,0,0
HIST-PIPE-02685,52,Cast Iron,500,372.6,0,1640,1,1,0
HIST-PIPE-02686,43,Ductile Iron,150,750.0,1,137,3,2,0
HIST-PIPE-02687,31,Ductile Iron,200,979.2,0,316,4,1,0
HIST-PIPE-02688,18,Ductile Iron,100,807.7,0,431,0,0,0
HIST-PIPE-02689,23,Cast Iron,150,770.5,1,443,2,1,0
HIST-PIPE-02690,65,Cast Iron,200,371.5,2,787,0,0,1
HIST-PIPE-02691,45,Ductile Iron,100,147.4,0,183,1,0,0
HIST-PIPE-02692,30,PVC,200,531.0,0,262,4,2,0
HIST-PIPE-02693,49,Cast Iron,150,501.2,4,310,5,2,1
HIST-PIPE-02694,54,Cast Iron,800,113.8,1,243,1,0,1
HIST-PIPE-02695,30,PVC,150,125.8,1,3000,4,2,0
HIST-PIPE-02696,33,Steel,100,90.5,3,1302,1,1,0
HIST-PIPE-02697,38,Ductile Iron,200,291.7,1,1275,0,0,0
HIST-PIPE-02698,20,PVC,150,185.8,0,300,2,1,0
HIST-PIPE-02699,43,PVC,150,856.3,2,558,4,1,0
HIST-PIPE-02700,23,PVC,150,63.1,0,42,1,0,0
HIST-PIPE-02701,16,Steel,400,187.1,0,123,0,0,0
HIST-PIPE-02702,23,Concrete,200,780.7,2,2529,4,2,0
HIST-PIPE-02703,42,Steel,150,2000.0,1,383,0,0,0
HIST-PIPE-02704,27,Ductile Iron,300,499.3,2,422,0,0,0
HIST-PIPE-02705,34,Ductile Iron,200,858.2,0,544,1,0,0
HIST-PIPE-02706,37,Steel,100,55.7,0,1494,0,0,0
HIST-PIPE-02707,20,PVC,800,567.1,0,1370,2,0,1
HIST-PIPE-02708,74,Ductile Iron,100,266.7,2,1142,3,3,0
HIST-PIPE-02709,33,Concrete,250,460.4,1,559,1,1,0
HIST-PIPE-02710,52,Cast Iron,400,246.7,4,574,10,7,1
HIST-PIPE-02711,37,Ductile Iron,150,344.8,0,551,3,1,0
HIST-PIPE-02712,57,Steel,100,155.4,1,1236,2,1,0
HIST-PIPE-02713,61,Cast Iron,200,348.7,2,3000,0,0,1
HIST-PIPE-02714,47,Cast Iron,200,170.3,1,144,1,0,0
HIST-PIPE-02715,12,PVC,800,165.1,0,1247,1,0,0
HIST-PIPE-02716,65,Ductile Iron,100,188.7,0,988,4,3,0
HIST-PIPE-02717,29,PVC,250,128.4,0,309,2,1,0
HIST-PIPE-02718,20,Ductile Iron,300,138.2,2,198,2,2,0
HIST-PIPE-02719,55,Steel,250,988.4,3,81,1,1,0
HIST-PIPE-02720,40,Concrete,250,262.1,1,119,1,0,0
HIST-PIPE-02721,44,PVC,400,383.3,0,589,3,3,0
HIST-PIPE-02722,28,PVC,200,346.8,0,75,1,1,0
HIST-PIPE-02723,56,Cast Iron,400,158.0,2,834,0,0,0
HIST-PIPE-02724,22,Ductile Iron,100,50.1,2,506,0,0,0
HIST-PIPE-02725,41,PVC,200,88.6,1,500,0,0,0
HIST-PIPE-02726,19,PVC,100,671.8,0,245,0,0,0
HIST-PIPE-02727,56,Ductile Iron,300,90.5,0,715,2,2,0
HIST-PIPE-02728,70,Cast Iron,300,131.1,0,85,4,4,1
HIST-PIPE-02729,48,Steel,200,903.9,0,865,0,0,0
HIST-PIPE-02730,22,Steel,150,627.3,1,1413,1,0,0
HIST-PIPE-02731,53,Cast Iron,150,69.2,5,835,0,0,1
HIST-PIPE-02732,35,Ductile Iron,100,411.0,0,1147,2,2,0
HIST-PIPE-02733,26,Ductile Iron,200,303.8,1,148,1,1,0
HIST-PIPE-02734,34,Ductile Iron,150,208.9,1,302,0,0,0
HIST-PIPE-02735,14,Ductile Iron,200,290.9,0,1221,1,0,0
HIST-PIPE-02736,64,Cast Iron,300,107.3,2,242,5,3,1
HIST-PIPE-02737,35,Ductile Iron,250,1133.6,0,626,2,0,0
HIST-PIPE-02738,48,Cast Iron,200,115.8,1,626,0,0,0
HIST-PIPE-02739,67,Concrete,500,122.1,3,587,2,2,0
HIST-PIPE-02740,63,Cast Iron,100,211.1,2,952,1,0,1
HIST-PIPE-02741,29,PVC,250,133.7,0,740,0,0,0
HIST-PIPE-02742,39,PVC,100,181.3,1,456,4,4,0
HIST-PIPE-02743,27,Ductile Iron,250,64.2,0,801,1,0,0
HIST-PIPE-02744,58,Ductile Iron,250,383.4,1,657,2,2,0
HIST-PIPE-02745,61,Concrete,300,146.6,3,1822,5,2,0
HIST-PIPE-02746,16,Ductile Iron,250,1288.9,2,721,5,2,1
HIST-PIPE-02747,65,Cast Iron,100,92.4,1,580,6,4,0
HIST-PIPE-02748,22,Steel,100,78.2,0,248,0,0,0
HIST-PIPE-02749,41,PVC,250,117.0,0,610,0,0,0
HIST-PIPE-02750,15,PVC,300,323.6,0,1703,2,2,0
HIST-PIPE-02751,46,PVC,100,531.7,1,2710,1,1,0
HIST-PIPE-02752,21,PVC,100,336.6,0,179,0,0,0
HIST-PIPE-02753,29,PVC,300,739.1,1,137,1,1,0
HIST-PIPE-02754,42,PVC,600,365.1,0,934,1,1,0
HIST-PIPE-02755,12,PVC,200,102.2,1,1272,3,2,0
HIST-PIPE-02756,49,Ductile Iron,100,121.9,0,1741,1,0,0
HIST-PIPE-02757,8,PVC,150,204.9,0,424,1,1,0
HIST-PIPE-02758,29,Ductile Iron,300,934.1,0,383,0,0,0
HIST-PIPE-02759,49,Cast Iron,200,265.7,1,663,0,0,0
HIST-PIPE-02760,56,Concrete,100,775.4,2,425,1,1,1
HIST-PIPE-02761,30,PVC,150,77.2,1,657,0,0,0
HIST-PIPE-02762,20,Ductile Iron,300,456.2,1,452,1,1,0
HIST-PIPE-02763,41,Ductile Iron,150,270.4,0,400,0,0,0
HIST-PIPE-02764,51,Steel,200,116.5,0,106,0,0,0
HIST-PIPE-02765,45,PVC,400,79.8,0,970,1,1,0
HIST-PIPE-02766,38,PVC,600,182.6,0,415,0,0,0
HIST-PIPE-02767,63,Concrete,300,651.4,1,568,3,3,0
HIST-PIPE-02768,33,Ductile Iron,150,408.2,0,18,0,0,0
HIST-PIPE-02769,37,Ductile Iron,150,267.0,0,1117,3,3,0
HIST-PIPE-02770,35,Concrete,150,703.6,1,217,6,2,1
HIST-PIPE-02771,50,Cast Iron,100,119.9,0,783,0,0,0
HIST-PIPE-02772,36,PVC,100,164.5,1,262,0,0,0
HIST-PIPE-02773,68,Ductile Iron,150,332.7,2,901,2,2,0
HIST-PIPE-02774,63,Ductile Iron,250,361.7,1,2928,1,0,0
HIST-PIPE-02775,40,Ductile Iron,250,185.5,0,1774,0,0,1
HIST-PIPE-02776,13,Steel,150,295.6,0,261,0,0,0
HIST-PIPE-02777,62,Cast Iron,100,94.7,3,16,4,2,0
HIST-PIPE-02778,52,Steel,250,53.9,0,188,2,0,0
HIST-PIPE-02779,16,PVC,100,874.2,0,221,0,0,0
HIST-PIPE-02780,55,Steel,100,253.9,0,162,2,1,0
HIST-PIPE-02781,11,PVC,150,142.0,0,1278,0,0,0
HIST-PIPE-02782,16,PVC,200,190.1,1,223,0,0,0
HIST-PIPE-02783,33,PVC,250,305.2,0,312,0,0,0
HIST-PIPE-02784,77,Ductile Iron,250,1074.5,1,248,3,3,0
HIST-PIPE-02785,28,PVC,150,496.8,0,472,6,4,0
HIST-PIPE-02786,62,Concrete,250,1086.0,2,676,3,3,0
HIST-PIPE-02787,66,Ductile Iron,100,91.6,3,1702,2,0,1
HIST-PIPE-02788,25,Ductile Iron,200,118.7,0,755,0,0,0
HIST-PIPE-02789,49,Concrete,250,207.9,1,462,1,1,0
HIST-PIPE-02790,62,Cast Iron,300,148.0,0,311,2,2,0
HIST-PIPE-02791,53,Steel,100,1151.6,2,0,2,2,1
HIST-PIPE-02792,18,PVC,100,115.7,0,556,1,1,0
HIST-PIPE-02793,14,Ductile Iron,100,115.2,0,79,2,1,0
HIST-PIPE-02794,4,PVC,200,284.1,0,626,0,0,0
HIST-PIPE-02795,37,Ductile Iron,200,467.8,2,1519,0,0,0
HIST-PIPE-02796,55,Concrete,100,216.9,3,390,0,0,0
HIST-PIPE-02797,16,PVC,250,65.6,0,223,1,1,0
HIST-PIPE-02798,47,Concrete,300,558.1,2,530,2,1,0
HIST-PIPE-02799,72,Cast Iron,100,1068.0,1,266,0,0,0
HIST-PIPE-02800,35,Ductile Iron,150,632.2,0,79,1,0,0
HIST-PIPE-02801,27,Ductile Iron,400,691.6,2,988,1,0,0
HIST-PIPE-02802,47,Cast Iron,250,709.1,1,217,1,1,0
HIST-PIPE-02803,51,Concrete,150,548.8,1,66,1,1,0
HIST-PIPE-02804,23,Concrete,300,622.9,0,147,0,0,0
HIST-PIPE-02805,23,Ductile Iron,400,77.9,0,256,1,0,0
HIST-PIPE-02806,60,Ductile Iron,150,69.7,0,1041,2,2,1
HIST-PIPE-02807,22,PVC,250,77.4,1,2053,1,1,0
HIST-PIPE-02808,45,Cast Iron,100,363.4,1,239,2,2,0
HIST-PIPE-02809,65,Ductile Iron,100,146.6,1,1155,1,0,0
HIST-PIPE-02810,22,PVC,200,60.0,0,99,0,0,0
HIST-PIPE-02811,32,Ductile Iron,200,77.9,0,2518,1,1,0
HIST-PIPE-02812,29,Ductile Iron,300,74.8,0,141,0,0,0
HIST-PIPE-02813,32,Ductile Iron,300,395.6,2,709,4,4,0
HIST-PIPE-02814,41,Ductile Iron,150,104.0,2,3,3,1,0
HIST-PIPE-02815,27,Ductile Iron,200,704.2,0,1057,0,0,0
HIST-PIPE-02816,50,Cast Iron,300,1770.2,0,997,1,1,0
HIST-PIPE-02817,50,Cast Iron,150,253.7,1,241,16,10,0
HIST-PIPE-02818,36,PVC,150,320.0,3,56,0,0,0
HIST-PIPE-02819,24,Ductile Iron,100,155.3,0,363,1,0,0
HIST-PIPE-02820,58,Cast Iron,100,423.0,1,36,1,1,0
HIST-PIPE-02821,42,PVC,250,912.8,2,36,0,0,1
HIST-PIPE-02822,15,PVC,200,119.8,0,1074,6,4,0
HIST-PIPE-02823,21,PVC,100,1121.5,0,484,1,1,0
HIST-PIPE-02824,38,Steel,100,137.6,0,70,0,0,0
HIST-PIPE-02825,29,Ductile Iron,100,158.2,0,1888,2,0,0
HIST-PIPE-02826,24,Ductile Iron,300,898.9,0,604,3,2,0
HIST-PIPE-02827,34,Steel,100,365.0,1,1161,0,0,0
HIST-PIPE-02828,22,PVC,150,61.3,0,661,0,0,0
HIST-PIPE-02829,43,Steel,150,618.5,0,1315,0,0,0
HIST-PIPE-02830,33,Ductile Iron,200,409.6,1,202,1,0,0
HIST-PIPE-02831,44,Steel,200,525.6,0,259,1,1,0
HIST-PIPE-02832,41,PVC,600,111.8,2,398,0,0,0
HIST-PIPE-02833,52,Cast Iron,300,772.1,2,622,2,2,0
